6	0.25875288	-0.089622327    0.16913056
8	0.25875288	-0.14979516     0.10895773
10	0.25875288	-0.1779168	0.080836082
12	0.25875288	-0.19714796     0.061604928
14	0.25875288	-0.21491994     0.043832941
16	0.25875288	-0.22414398     0.034608905
18	0.25875288	-0.22812991     0.030622971
20	0.25875288	-0.23134726     0.027405621
22	0.25875288	-0.23464479     0.024108093
