   1.000000000000e-02  -1.058744119960e+01   5.102586385889e-01   2.656823746996e+01
   6.210526315789e-02  -1.471590844179e+00   9.190864323300e+00   3.765151987435e+01
   1.142105263158e-01   9.701952799802e-01   1.855713050431e+01   4.808345244573e+01
   1.663157894737e-01   2.548273114279e+00   2.669040103308e+01   5.803916490696e+01
   2.184210526316e-01   4.040994151862e+00   3.403901813687e+01   6.723663745102e+01
   2.705263157895e-01   5.424834933405e+00   4.071700178824e+01   7.606809339959e+01
   3.226315789474e-01   6.861912220159e+00   4.688844018404e+01   8.442641265998e+01
   3.747368421053e-01   8.255415095813e+00   5.277376020181e+01   9.235655291831e+01
   4.268421052632e-01   9.664343714502e+00   5.842085658672e+01   1.000201988121e+02
   4.789473684211e-01   1.107529944463e+01   6.379951681294e+01   1.074089735508e+02
   5.310526315789e-01   1.265646676675e+01   6.893820632478e+01   1.145026762337e+02
   5.831578947368e-01   1.413118830599e+01   7.411916344322e+01   1.213629350163e+02
   6.352631578947e-01   1.577606018903e+01   7.890705948014e+01   1.281493722579e+02
   6.873684210526e-01   1.736035069028e+01   8.409704302178e+01   1.343151261937e+02
   7.394736842105e-01   1.901530698509e+01   8.881090697845e+01   1.406498927901e+02
   7.915789473684e-01   2.068981110114e+01   9.390046251021e+01   1.464476418195e+02
   8.436842105263e-01   2.233819442918e+01   9.859645512553e+01   1.524062098300e+02
   8.957894736842e-01   2.393517085203e+01   1.034823030000e+02   1.579801689252e+02
   9.478947368421e-01   2.562314390152e+01   1.080992319708e+02   1.636192474449e+02
   1.000000000000e+00   2.748586761625e+01   1.117596140564e+02   1.698984399983e+02
