   1.000000000000e-02   9.452447516479e-02   2.088016822929e+00   4.014981258400e+00   4.399464635312e-03
   3.020408163265e-02   3.573687128826e-01   4.482015403214e+00   8.314363046623e+00   7.232418308666e-03
   5.040816326531e-02   6.309961895207e-01   6.444682673132e+00   1.162863318430e+01   1.310079540410e-02
   7.061224489796e-02   9.209741974547e-01   8.171148308793e+00   1.452024287314e+01   1.969108788794e-02
   9.081632653061e-02   1.209065935434e+00   9.778152327009e+00   1.713294160037e+01   2.749417377337e-02
   1.110204081633e-01   1.506133590288e+00   1.132086140747e+01   1.951841968730e+01   3.584555537281e-02
   1.312244897959e-01   1.803752260012e+00   1.276658052700e+01   2.178595841666e+01   4.567664126234e-02
   1.514285714286e-01   2.112212170519e+00   1.412859989364e+01   2.395422484521e+01   5.627936201135e-02
   1.716326530612e-01   2.413832409572e+00   1.547916868063e+01   2.600136459434e+01   6.822371845422e-02
   1.918367346939e-01   2.727125432866e+00   1.676835375216e+01   2.797804461398e+01   8.058890178642e-02
   2.120408163265e-01   3.046334752550e+00   1.798818812229e+01   2.991742524832e+01   9.432924571083e-02
   2.322448979592e-01   3.359084017597e+00   1.925424640744e+01   3.172734002366e+01   1.084713159238e-01
   2.524489795918e-01   3.688673961671e+00   2.043411196415e+01   3.352831585636e+01   1.235027868823e-01
   2.726530612245e-01   4.012830976836e+00   2.161631689733e+01   3.526211888851e+01   1.398229647210e-01
   2.928571428571e-01   4.336896662680e+00   2.280912425155e+01   3.692209050931e+01   1.557603033975e-01
   3.130612244898e-01   4.665991550433e+00   2.395101471106e+01   3.857101908788e+01   1.732670429790e-01
   3.332653061224e-01   5.001314324437e+00   2.508822180699e+01   4.016568285851e+01   1.910794828849e-01
   3.534693877551e-01   5.342403185150e+00   2.617811735931e+01   4.175397650027e+01   2.100762997288e-01
   3.736734693878e-01   5.666649722557e+00   2.736190932173e+01   4.322136772549e+01   2.282323555097e-01
   3.938775510204e-01   6.021926017518e+00   2.837681204624e+01   4.478584650223e+01   2.491661886180e-01
   4.140816326531e-01   6.360863858372e+00   2.949044376416e+01   4.622955708549e+01   2.689013611043e-01
   4.342857142857e-01   6.701460869213e+00   3.058327102435e+01   4.765656703682e+01   2.895395507582e-01
   4.544897959184e-01   7.051648286937e+00   3.164008701890e+01   4.907660494064e+01   3.109243359490e-01
   4.746938775510e-01   7.405703476550e+00   3.267084507227e+01   5.048763840089e+01   3.334757145759e-01
   4.948979591837e-01   7.756820615890e+00   3.371607863274e+01   5.185766772564e+01   3.557031805548e-01
   5.151020408163e-01   8.115661371251e+00   3.474492173065e+01   5.320915532378e+01   3.783302691095e-01
   5.353061224490e-01   8.480184273343e+00   3.572286091407e+01   5.457887624874e+01   4.027592713544e-01
   5.555102040816e-01   8.831986633603e+00   3.677598224978e+01   5.586147352420e+01   4.258740951144e-01
   5.757142857143e-01   9.195046633347e+00   3.779190117691e+01   5.714616147919e+01   4.501837921110e-01
   5.959183673469e-01   9.566793258374e+00   3.875821714549e+01   5.844995324930e+01   4.757997833639e-01
   6.161224489796e-01   9.920979635401e+00   3.979597068455e+01   5.967766161266e+01   4.999677082675e-01
   6.363265306122e-01   1.029509765523e+01   4.076425705994e+01   6.093394783773e+01   5.256110309109e-01
   6.565306122449e-01   1.066925049606e+01   4.171586225320e+01   6.218840951362e+01   5.525435820457e-01
   6.767346938776e-01   1.102935412438e+01   4.274922200787e+01   6.335616570099e+01   5.778093482138e-01
   6.969387755102e-01   1.140341161072e+01   4.371247212345e+01   6.456113973476e+01   6.043763154635e-01
   7.171428571429e-01   1.177588337918e+01   4.469173739497e+01   6.573484856313e+01   6.311478267586e-01
   7.373469387755e-01   1.214962012896e+01   4.565464622439e+01   6.690770827582e+01   6.586223379508e-01
   7.575510204082e-01   1.253560629204e+01   4.657777688248e+01   6.809162582329e+01   6.866778177288e-01
   7.777551020408e-01   1.291134278242e+01   4.753182972324e+01   6.923898223035e+01   7.148098532832e-01
   7.979591836735e-01   1.330127824242e+01   4.845791671514e+01   7.038588592607e+01   7.429468505396e-01
   8.181632653061e-01   1.366415405112e+01   4.947142109536e+01   7.145889870287e+01   7.708694935536e-01
   8.383673469388e-01   1.405119511254e+01   5.039910500768e+01   7.257874481617e+01   7.999562086693e-01
   8.585714285714e-01   1.444179434012e+01   5.131230340223e+01   7.369572492947e+01   8.295803482037e-01
   8.787755102041e-01   1.482975431426e+01   5.223457975702e+01   7.479443815276e+01   8.594697987963e-01
   8.989795918367e-01   1.522140033993e+01   5.313926854089e+01   7.589420476389e+01   8.900980559533e-01
   9.191836734694e-01   1.561505377821e+01   5.406153155098e+01   7.696258427760e+01   9.200332622889e-01
   9.393877551020e-01   1.599538000535e+01   5.501979764904e+01   7.799603228099e+01   9.492607323500e-01
   9.595918367347e-01   1.638083460743e+01   5.596299401532e+01   7.902883500722e+01   9.790729021081e-01
   9.797959183673e-01   1.677577316015e+01   5.687297136706e+01   8.007403984341e+01   1.009858227616e+00
   1.000000000000e+00   1.717550587261e+01   5.776400764835e+01   8.112205598790e+01   1.041649588850e+00
