   1.000000000000e-02  -3.200244359552e+02   1.669152626148e+00   4.130411394388e+01
   6.210526315789e-02  -2.902358000376e+00   1.621302993274e+01   6.631772345352e+01
   1.142105263158e-01   9.749592283473e-02   3.429992810786e+01   8.319340321986e+01
   1.663157894737e-01   2.782806288818e+00   4.855949493449e+01   1.014201762978e+02
   2.184210526316e-01   5.092997263468e+00   6.155157397634e+01   1.180143845309e+02
   2.705263157895e-01   7.395649315320e+00   7.254306962853e+01   1.345663537607e+02
   3.226315789474e-01   9.715258411113e+00   8.367209665789e+01   1.492792949219e+02
   3.747368421053e-01   1.190599180511e+01   9.458745738333e+01   1.630864639712e+02
   4.268421052632e-01   1.425800813021e+01   1.043205292148e+02   1.769339121336e+02
   4.789473684211e-01   1.670990795315e+01   1.135358552215e+02   1.903434040216e+02
   5.310526315789e-01   1.902113734594e+01   1.240651979996e+02   2.018417582073e+02
   5.831578947368e-01   2.154251497499e+01   1.315850157791e+02   2.154330111794e+02
   6.352631578947e-01   2.378165816938e+01   1.396756602904e+02   2.280162896918e+02
   6.873684210526e-01   2.658194203969e+01   1.485488454923e+02   2.394973799306e+02
   7.394736842105e-01   2.927682340000e+01   1.567454882774e+02   2.508548942761e+02
   7.915789473684e-01   3.204172786331e+01   1.639585255151e+02   2.627377394462e+02
   8.436842105263e-01   3.479768135124e+01   1.718379274161e+02   2.736031679807e+02
   8.957894736842e-01   3.733731570528e+01   1.796825191757e+02   2.844210765003e+02
   9.478947368421e-01   4.010237711825e+01   1.868838948464e+02   2.953329695683e+02
   1.000000000000e+00   4.363913430269e+01   1.884033727364e+02   3.113520892566e+02
