# Coulomb elements in the form p q r s element
# Only the non-zero elements are listed

6	2	6	2	-0.0819303
6	3	7	2	-0.0819303
7	3	7	3	-0.0819303
10	2	10	2	-0.0819303
10	3	11	2	-0.0819303
11	3	11	3	-0.0819303
2	0	2	0	-0.163861
2	1	3	0	-0.163861
3	1	3	1	-0.163861
12	2	12	2	-0.0819303
12	3	13	2	-0.0819303
13	3	13	3	-0.0819303
8	2	8	2	-0.0819303
8	3	9	2	-0.0819303
9	3	9	3	-0.0819303
10	6	10	6	-0.0819303
10	7	11	6	-0.0819303
11	7	11	7	-0.0819303
6	0	6	0	-0.163861
6	1	7	0	-0.163861
7	1	7	1	-0.163861
12	6	12	6	-0.0819303
12	7	13	6	-0.0819303
13	7	13	7	-0.0819303
10	0	10	0	-0.163861
10	1	11	0	-0.163861
11	1	11	1	-0.163861
4	2	4	2	-0.0409652
8	6	8	6	-0.0409652
12	10	12	10	-0.0409652
1	0	4	3	-0.163861
1	0	5	2	0.163861
1	0	8	7	-0.163861
1	0	9	6	0.163861
1	0	12	11	-0.163861
1	0	13	10	0.163861
4	3	5	2	-0.0409652
4	3	8	7	0.0819303
4	3	9	6	-0.0819303
4	3	12	11	0.0819303
4	3	13	10	-0.0819303
5	2	8	7	-0.0819303
5	2	9	6	0.0819303
5	2	12	11	-0.0819303
5	2	13	10	0.0819303
8	7	9	6	-0.0409652
8	7	12	11	0.0819303
8	7	13	10	-0.0819303
9	6	12	11	-0.0819303
9	6	13	10	0.0819303
12	11	13	10	-0.0409652
5	3	5	3	-0.0409652
9	7	9	7	-0.0409652
13	11	13	11	-0.0409652
12	0	12	0	-0.163861
12	1	13	0	-0.163861
13	1	13	1	-0.163861
10	8	10	8	-0.0819303
10	9	11	8	-0.0819303
11	9	11	9	-0.0819303
8	0	8	0	-0.163861
8	1	9	0	-0.163861
9	1	9	1	-0.163861
12	8	12	8	-0.0819303
12	9	13	8	-0.0819303
13	9	13	9	-0.0819303
6	4	6	4	-0.0819303
6	5	7	4	-0.0819303
7	5	7	5	-0.0819303
10	4	10	4	-0.0819303
10	5	11	4	-0.0819303
11	5	11	5	-0.0819303
4	0	4	0	-0.163861
4	1	5	0	-0.163861
5	1	5	1	-0.163861
12	4	12	4	-0.0819303
12	5	13	4	-0.0819303
13	5	13	5	-0.0819303
8	4	8	4	-0.0819303
8	5	9	4	-0.0819303
9	5	9	5	-0.0819303
14	1	6	3	0.163861
14	1	7	2	-0.163861
15	0	6	3	-0.163861
15	0	7	2	0.163861
22	1	10	3	0.163861
22	1	11	2	-0.163861
23	0	10	3	-0.163861
23	0	11	2	0.163861
14	8	2	0	0.0819303
16	6	2	0	0.0819303
22	12	2	0	0.0819303
24	10	2	0	0.0819303
14	9	2	1	0.163861
14	9	3	0	-0.0819303
15	8	2	1	-0.0819303
15	8	3	0	0.163861
16	7	2	1	0.163861
16	7	3	0	-0.0819303
17	6	2	1	-0.0819303
17	6	3	0	0.163861
22	13	2	1	0.163861
22	13	3	0	-0.0819303
23	12	2	1	-0.0819303
23	12	3	0	0.163861
24	11	2	1	0.163861
24	11	3	0	-0.0819303
25	10	2	1	-0.0819303
25	10	3	0	0.163861
15	9	3	1	0.0819303
17	7	3	1	0.0819303
23	13	3	1	0.0819303
25	11	3	1	0.0819303
24	1	12	3	0.163861
24	1	13	2	-0.163861
25	0	12	3	-0.163861
25	0	13	2	0.163861
16	1	8	3	0.163861
16	1	9	2	-0.163861
17	0	8	3	-0.163861
17	0	9	2	0.163861
30	1	10	7	0.163861
30	1	11	6	-0.163861
31	0	10	7	-0.163861
31	0	11	6	0.163861
14	4	6	0	0.0819303
18	2	6	0	0.0819303
30	12	6	0	0.0819303
32	10	6	0	0.0819303
14	5	6	1	0.163861
14	5	7	0	-0.0819303
15	4	6	1	-0.0819303
15	4	7	0	0.163861
18	3	6	1	0.163861
18	3	7	0	-0.0819303
19	2	6	1	-0.0819303
19	2	7	0	0.163861
30	13	6	1	0.163861
30	13	7	0	-0.0819303
31	12	6	1	-0.0819303
31	12	7	0	0.163861
32	11	6	1	0.163861
32	11	7	0	-0.0819303
33	10	6	1	-0.0819303
33	10	7	0	0.163861
15	5	7	1	0.0819303
19	3	7	1	0.0819303
31	13	7	1	0.0819303
33	11	7	1	0.0819303
32	1	12	7	0.163861
32	1	13	6	-0.163861
33	0	12	7	-0.163861
33	0	13	6	0.163861
22	4	10	0	0.0819303
26	2	10	0	0.0819303
30	8	10	0	0.0819303
34	6	10	0	0.0819303
22	5	10	1	0.163861
22	5	11	0	-0.0819303
23	4	10	1	-0.0819303
23	4	11	0	0.163861
26	3	10	1	0.163861
26	3	11	0	-0.0819303
27	2	10	1	-0.0819303
27	2	11	0	0.163861
30	9	10	1	0.163861
30	9	11	0	-0.0819303
31	8	10	1	-0.0819303
31	8	11	0	0.163861
34	7	10	1	0.163861
34	7	11	0	-0.0819303
35	6	10	1	-0.0819303
35	6	11	0	0.163861
23	5	11	1	0.0819303
27	3	11	1	0.0819303
31	9	11	1	0.0819303
35	7	11	1	0.0819303
24	4	12	0	0.0819303
28	2	12	0	0.0819303
32	8	12	0	0.0819303
36	6	12	0	0.0819303
24	5	12	1	0.163861
24	5	13	0	-0.0819303
