   40 -25.46291572  1.26894700  0.00000007 -24.193971
   48  -29.63042312  1.16749377 -0.32933273 -28.792266
   52 -33.81359057  1.22197776 -1.15709328 -33.748708
   54 -35.66419519  1.33094574 -0.32933273 -34.662586
   60 -38.69370221  1.41192465  0.00000004 -37.281781
