40   -20.99697166  2.93280228  0.00000006 -18.064167  -18.064169   23.641171    5.577005

48  -28.36162238  2.95504100 -1.42121837 -26.827798  -26.827800   23.641171   -3.186626

52  -30.69859156  3.05677652 -1.52388754 -29.165700  -29.165703   23.641171   -5.524529

54  -31.85434588  3.09458462 -1.42121836 -30.180978  -30.180980   23.641171   -6.539806

60  -37.02327563  3.22801692  0.00000010 -33.795256  -33.795259   23.641171  -10.154085
