   40 -24.17702372  2.81479850  0.00000006 -21.362223
   48 -30.69501992  2.83418678 -1.43493289 -29.295764
   52 -32.76961900  2.89694743 -1.54471048 -31.417380
   54 -33.77945468  2.92394040 -1.43493289 -32.290445
   60 -38.24527666  3.04027012  0.00000010 -35.205003
